Year,Month_reported,State, Crime_rate ,Crime_occurrence_frequency,Armed Robbery,Kidnapping,Oil Bunkering,Piracy,Cultism,Human Trafficking,Drug Trafficking,Vandalism,UnemploymentRate,PovertyRate,Most_prevalent_crime
2021,7,Abia, 11.3 ,96,No,Yes,Yes,Yes,No,No,Yes,No,30,50,Kidnapping
2021,8,Abia, 46.5 ,52,Yes,Yes,No,Yes,Yes,No,No,Yes,30,50,Armed Robbery
2021,9,Abia, 35.9 ,54,Yes,Yes,Yes,Yes,Yes,No,Yes,No,30,50,Armed Robbery
2021,10,Abia, 38.1 ,3,No,No,No,No,Yes,Yes,Yes,No,30,50,Cultism
2021,11,Abia, 10.1 ,96,Yes,Yes,Yes,No,No,Yes,Yes,No,30,50,Armed Robbery
2021,12,Abia, 11.7 ,69,Yes,Yes,Yes,Yes,No,No,Yes,No,30,50,Armed Robbery
2022,1,Abia, 26.1 ,8,Yes,No,Yes,No,Yes,Yes,Yes,Yes,30,50,Armed Robbery
2022,2,Abia, 8.6 ,14,No,No,Yes,No,Yes,No,No,No,30,50,Oil Bunkering
2022,3,Abia, 15.3 ,3,No,No,Yes,No,No,Yes,Yes,Yes,30,50,Oil Bunkering
2022,4,Abia, 16.1 ,24,No,Yes,Yes,No,Yes,Yes,Yes,Yes,30,50,Kidnapping
2022,5,Abia, 8.0 ,13,Yes,Yes,Yes,No,No,No,No,No,30,50,Armed Robbery
2022,6,Abia, 10.3 ,43,Yes,No,No,No,No,No,No,No,30,50,Armed Robbery
2022,7,Abia, 39.4 ,29,No,No,No,Yes,No,No,No,Yes,30,50,Piracy
2022,8,Abia, 8.4 ,72,No,Yes,No,Yes,No,Yes,Yes,Yes,30,50,Kidnapping
2022,9,Abia, 1.4 ,51,No,Yes,No,Yes,No,No,Yes,No,30,50,Kidnapping
2022,10,Abia, 31.5 ,42,No,No,No,Yes,No,Yes,Yes,Yes,30,50,Piracy
2022,11,Abia, 48.8 ,31,Yes,No,Yes,Yes,Yes,Yes,Yes,No,30,50,Armed Robbery
2022,12,Abia, 16.6 ,63,No,Yes,Yes,No,No,No,No,No,30,50,Kidnapping
2000,1,Akwa_Ibom, 5.9 ,26,Yes,No,Yes,Yes,No,Yes,No,Yes,36,55,Armed Robbery
2000,2,Akwa_Ibom, 28.5 ,18,No,Yes,Yes,Yes,Yes,No,Yes,No,36,55,Kidnapping
2000,3,Akwa_Ibom, 45.3 ,82,Yes,Yes,Yes,No,No,Yes,Yes,No,36,55,Armed Robbery
2000,4,Akwa_Ibom, 39.2 ,57,No,Yes,No,No,Yes,No,Yes,No,36,55,Kidnapping
2000,5,Akwa_Ibom, 31.1 ,7,No,Yes,No,Yes,No,Yes,Yes,Yes,36,55,Kidnapping
2000,6,Akwa_Ibom, 15.8 ,48,No,No,No,No,Yes,Yes,No,Yes,36,55,Cultism
2000,7,Akwa_Ibom, 27.1 ,80,No,No,No,No,Yes,No,No,Yes,36,55,Cultism
2000,8,Akwa_Ibom, 4.6 ,60,Yes,Yes,Yes,No,No,Yes,Yes,No,36,55,Armed Robbery
2000,9,Akwa_Ibom, 33.9 ,33,No,Yes,Yes,No,No,No,No,Yes,36,55,Kidnapping
2000,10,Akwa_Ibom, 36.3 ,3,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,36,55,Armed Robbery
2000,11,Akwa_Ibom, 48.3 ,4,Yes,Yes,No,No,No,Yes,Yes,Yes,36,55,Armed Robbery
2000,12,Akwa_Ibom, 13.0 ,4,Yes,Yes,Yes,Yes,Yes,Yes,No,No,36,55,Armed Robbery
2001,1,Akwa_Ibom, 0.9 ,42,Yes,No,No,Yes,Yes,No,Yes,No,36,55,Armed Robbery
2001,2,Akwa_Ibom, 27.3 ,9,No,No,Yes,No,Yes,No,No,Yes,36,55,Oil Bunkering
2001,3,Akwa_Ibom, 35.3 ,51,Yes,No,Yes,No,No,No,Yes,Yes,36,55,Armed Robbery
2001,4,Akwa_Ibom, 39.5 ,17,Yes,No,No,No,Yes,No,No,Yes,36,55,Armed Robbery
2001,5,Akwa_Ibom, 9.7 ,17,Yes,Yes,Yes,Yes,No,No,Yes,No,36,55,Armed Robbery
2001,6,Akwa_Ibom, 13.1 ,97,No,Yes,Yes,No,No,Yes,No,Yes,36,55,Kidnapping
2001,7,Akwa_Ibom, 25.6 ,20,No,Yes,No,No,Yes,Yes,Yes,No,36,55,Kidnapping
2001,8,Akwa_Ibom, 16.5 ,14,No,Yes,Yes,No,No,No,Yes,No,36,55,Kidnapping
2001,9,Akwa_Ibom, 43.0 ,22,No,Yes,No,No,Yes,Yes,No,No,36,55,Kidnapping
2001,10,Akwa_Ibom, 23.7 ,52,Yes,No,Yes,No,No,Yes,Yes,Yes,36,55,Armed Robbery
2001,11,Akwa_Ibom, 40.0 ,27,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,36,55,Armed Robbery
2001,12,Akwa_Ibom, 29.0 ,43,No,No,Yes,No,No,Yes,No,No,36,55,Oil Bunkering
2002,1,Akwa_Ibom, 38.7 ,3,Yes,No,Yes,No,Yes,No,Yes,No,36,55,Armed Robbery
2002,2,Akwa_Ibom, 16.6 ,88,Yes,No,Yes,No,Yes,Yes,Yes,No,36,55,Armed Robbery
2002,3,Akwa_Ibom, 41.6 ,94,Yes,No,Yes,Yes,No,No,Yes,No,36,55,Armed Robbery
2002,4,Akwa_Ibom, 13.7 ,8,No,Yes,Yes,No,No,No,Yes,Yes,36,55,Kidnapping
2002,5,Akwa_Ibom, 27.3 ,86,No,No,Yes,Yes,Yes,Yes,No,Yes,36,55,Oil Bunkering
2002,6,Akwa_Ibom, 10.7 ,89,Yes,No,No,Yes,No,No,Yes,No,36,55,Armed Robbery
2002,7,Akwa_Ibom, 23.8 ,10,No,No,No,No,No,Yes,Yes,No,36,55,Human Trafficking
2002,8,Akwa_Ibom, 15.9 ,29,No,Yes,Yes,No,No,Yes,Yes,No,36,55,Kidnapping
2002,9,Akwa_Ibom, 13.3 ,40,No,Yes,Yes,No,Yes,Yes,No,Yes,36,55,Kidnapping
2002,10,Akwa_Ibom, 48.3 ,65,No,Yes,No,Yes,Yes,No,Yes,No,36,55,Kidnapping
2002,11,Akwa_Ibom, 8.0 ,21,No,No,Yes,Yes,No,No,No,Yes,36,55,Oil Bunkering
2002,12,Akwa_Ibom, 39.4 ,24,Yes,No,Yes,Yes,No,No,Yes,No,36,55,Armed Robbery
2003,1,Akwa_Ibom, 49.2 ,73,No,Yes,No,Yes,Yes,Yes,No,Yes,36,55,Kidnapping
2003,2,Akwa_Ibom, 1.0 ,60,Yes,No,Yes,Yes,No,Yes,Yes,Yes,36,55,Armed Robbery
2003,3,Akwa_Ibom, 35.0 ,26,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,36,55,Armed Robbery
2003,4,Akwa_Ibom, 12.6 ,9,No,Yes,No,No,No,No,No,Yes,36,55,Kidnapping
2003,5,Akwa_Ibom, 2.0 ,20,Yes,No,Yes,No,No,Yes,Yes,Yes,36,55,Armed Robbery
2003,6,Akwa_Ibom, 20.1 ,56,Yes,No,Yes,Yes,No,Yes,Yes,Yes,36,55,Armed Robbery
2003,7,Akwa_Ibom, 46.8 ,99,Yes,No,No,No,Yes,No,Yes,Yes,36,55,Armed Robbery
2003,8,Akwa_Ibom, 0.6 ,36,No,No,Yes,No,Yes,No,No,No,36,55,Oil Bunkering
2003,9,Akwa_Ibom, 29.4 ,36,No,Yes,No,Yes,Yes,No,Yes,No,36,55,Kidnapping
2003,10,Akwa_Ibom, 25.1 ,73,Yes,Yes,Yes,Yes,Yes,Yes,No,No,36,55,Armed Robbery
2003,11,Akwa_Ibom, 43.7 ,22,No,Yes,Yes,No,No,Yes,No,No,36,55,Kidnapping
2003,12,Akwa_Ibom, 4.2 ,1,No,Yes,No,Yes,No,Yes,No,No,36,55,Kidnapping
2004,1,Akwa_Ibom, 34.1 ,69,No,Yes,No,Yes,Yes,No,Yes,Yes,36,55,Kidnapping
2004,2,Akwa_Ibom, 34.0 ,73,No,No,Yes,No,No,No,No,Yes,36,55,Oil Bunkering
2004,3,Akwa_Ibom, 33.5 ,37,Yes,Yes,No,Yes,No,No,No,Yes,36,55,Armed Robbery
2004,4,Akwa_Ibom, 47.1 ,83,Yes,Yes,No,No,Yes,No,Yes,Yes,36,55,Armed Robbery
2004,5,Akwa_Ibom, 41.2 ,72,No,Yes,Yes,No,No,Yes,No,No,36,55,Kidnapping
2004,6,Akwa_Ibom, 2.1 ,96,No,No,Yes,No,No,Yes,No,No,36,55,Oil Bunkering
2004,7,Akwa_Ibom, 23.6 ,13,Yes,No,Yes,No,Yes,Yes,Yes,Yes,36,55,Armed Robbery
2004,8,Akwa_Ibom, 19.9 ,84,Yes,No,No,No,No,Yes,Yes,No,36,55,Armed Robbery
2004,9,Akwa_Ibom, 15.5 ,43,No,No,No,Yes,No,Yes,No,Yes,36,55,Piracy
2004,10,Akwa_Ibom, 22.6 ,37,Yes,Yes,No,Yes,No,Yes,Yes,Yes,36,55,Armed Robbery
2004,11,Akwa_Ibom, 19.2 ,94,No,Yes,No,Yes,Yes,Yes,Yes,No,36,55,Kidnapping
2004,12,Akwa_Ibom, 21.6 ,74,No,No,Yes,Yes,Yes,Yes,Yes,No,36,55,Oil Bunkering
2005,1,Akwa_Ibom, 49.0 ,95,Yes,No,No,No,No,No,No,No,36,55,Armed Robbery
2005,2,Akwa_Ibom, 4.4 ,25,Yes,Yes,Yes,No,No,No,No,No,36,55,Armed Robbery
2005,3,Akwa_Ibom, 46.1 ,93,No,Yes,No,Yes,No,Yes,Yes,No,36,55,Kidnapping
2005,4,Akwa_Ibom, 24.0 ,88,No,No,Yes,No,Yes,No,No,No,36,55,Oil Bunkering
2005,5,Akwa_Ibom, 31.2 ,21,Yes,No,Yes,Yes,Yes,Yes,Yes,No,36,55,Armed Robbery
2005,6,Akwa_Ibom, 41.5 ,41,No,No,Yes,Yes,Yes,Yes,Yes,Yes,36,55,Oil Bunkering
2005,7,Akwa_Ibom, 18.0 ,73,Yes,No,No,Yes,No,No,Yes,No,36,55,Armed Robbery
2005,8,Akwa_Ibom, 21.5 ,42,No,Yes,Yes,No,No,Yes,Yes,Yes,36,55,Kidnapping
2005,9,Akwa_Ibom, 20.5 ,42,Yes,Yes,Yes,No,No,Yes,Yes,Yes,36,55,Armed Robbery
2005,10,Akwa_Ibom, 18.7 ,2,Yes,Yes,No,No,No,Yes,No,No,36,55,Armed Robbery
2005,11,Akwa_Ibom, 46.3 ,68,Yes,No,Yes,No,No,Yes,No,Yes,36,55,Armed Robbery
2005,12,Akwa_Ibom, 41.4 ,8,No,No,No,Yes,Yes,Yes,No,No,36,55,Piracy
2006,1,Akwa_Ibom, 5.4 ,96,No,Yes,No,No,No,Yes,No,Yes,36,55,Kidnapping
2006,2,Akwa_Ibom, 5.4 ,61,Yes,Yes,Yes,No,No,Yes,Yes,Yes,36,55,Armed Robbery
2006,3,Akwa_Ibom, 21.4 ,14,No,Yes,Yes,No,No,No,Yes,Yes,36,55,Kidnapping
2006,4,Akwa_Ibom, 4.9 ,77,Yes,Yes,No,Yes,Yes,No,No,No,36,55,Armed Robbery
2006,5,Akwa_Ibom, 31.0 ,21,Yes,No,Yes,Yes,No,Yes,No,Yes,36,55,Armed Robbery
2006,6,Akwa_Ibom, 7.2 ,24,No,Yes,No,No,Yes,No,Yes,Yes,36,55,Kidnapping
2006,7,Akwa_Ibom, 26.1 ,50,No,Yes,No,No,Yes,Yes,Yes,Yes,36,55,Kidnapping
2006,8,Akwa_Ibom, 0.4 ,82,Yes,Yes,No,No,Yes,Yes,Yes,No,36,55,Armed Robbery
2006,9,Akwa_Ibom, 15.8 ,45,No,Yes,Yes,No,Yes,Yes,No,Yes,36,55,Kidnapping
2006,10,Akwa_Ibom, 33.9 ,64,No,Yes,No,Yes,Yes,Yes,Yes,No,36,55,Kidnapping
2006,11,Akwa_Ibom, 24.2 ,64,Yes,Yes,Yes,No,No,No,Yes,Yes,36,55,Armed Robbery
2006,12,Akwa_Ibom, 48.9 ,26,Yes,Yes,Yes,No,No,No,No,Yes,36,55,Armed Robbery
2007,1,Akwa_Ibom, 43.7 ,32,No,No,Yes,No,Yes,No,No,Yes,36,55,Oil Bunkering
2007,2,Akwa_Ibom, 18.0 ,57,Yes,No,Yes,Yes,Yes,No,No,No,36,55,Armed Robbery
2007,3,Akwa_Ibom, 2.3 ,53,Yes,No,No,Yes,Yes,Yes,Yes,Yes,36,55,Armed Robbery
2007,4,Akwa_Ibom, 42.3 ,33,No,No,Yes,No,No,No,Yes,Yes,36,55,Oil Bunkering
2007,5,Akwa_Ibom, 45.6 ,52,Yes,Yes,No,No,No,Yes,No,Yes,36,55,Armed Robbery
2007,6,Akwa_Ibom, 41.0 ,95,Yes,No,No,No,Yes,Yes,Yes,Yes,36,55,Armed Robbery
2007,7,Akwa_Ibom, 6.4 ,18,No,No,Yes,No,No,No,Yes,No,36,55,Oil Bunkering
2007,8,Akwa_Ibom, 49.9 ,35,No,Yes,No,No,No,Yes,Yes,Yes,36,55,Kidnapping
2007,9,Akwa_Ibom, 12.9 ,12,Yes,Yes,No,Yes,Yes,No,No,Yes,36,55,Armed Robbery
2007,10,Akwa_Ibom, 36.2 ,51,Yes,No,Yes,Yes,Yes,No,No,Yes,36,55,Armed Robbery
2007,11,Akwa_Ibom, 45.4 ,89,No,No,No,Yes,No,No,Yes,Yes,36,55,Piracy
2007,12,Akwa_Ibom, 11.8 ,95,No,Yes,No,No,No,No,Yes,No,36,55,Kidnapping
2008,1,Akwa_Ibom, 45.4 ,10,No,No,No,Yes,No,No,Yes,Yes,36,55,Piracy
2008,2,Akwa_Ibom, 15.5 ,52,No,Yes,No,Yes,Yes,Yes,Yes,Yes,36,55,Kidnapping
2008,3,Akwa_Ibom, 48.8 ,34,Yes,Yes,Yes,Yes,Yes,No,No,No,36,55,Armed Robbery
2008,4,Akwa_Ibom, 14.1 ,67,No,Yes,No,No,Yes,No,No,Yes,36,55,Kidnapping
2008,5,Akwa_Ibom, 47.7 ,39,No,Yes,No,No,No,Yes,Yes,Yes,36,55,Kidnapping
2008,6,Akwa_Ibom, 2.7 ,8,Yes,No,No,Yes,No,No,Yes,Yes,36,55,Armed Robbery
2008,7,Akwa_Ibom, 35.5 ,96,No,Yes,No,No,Yes,No,No,No,36,55,Kidnapping
2008,8,Akwa_Ibom, 26.6 ,29,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,36,55,Armed Robbery
2008,9,Akwa_Ibom, 23.9 ,22,No,No,No,Yes,Yes,Yes,No,No,36,55,Piracy
2008,10,Akwa_Ibom, 11.2 ,84,No,Yes,Yes,Yes,No,No,Yes,No,36,55,Kidnapping
2008,11,Akwa_Ibom, 35.3 ,70,No,No,No,Yes,Yes,Yes,No,No,36,55,Piracy
2008,12,Akwa_Ibom, 9.5 ,61,Yes,No,Yes,No,No,No,Yes,No,36,55,Armed Robbery
2009,1,Akwa_Ibom, 27.6 ,43,Yes,No,Yes,No,No,Yes,Yes,No,36,55,Armed Robbery
2009,2,Akwa_Ibom, 12.7 ,49,No,Yes,Yes,No,Yes,No,No,No,36,55,Kidnapping
2009,3,Akwa_Ibom, 47.8 ,29,Yes,No,Yes,No,Yes,No,No,No,36,55,Armed Robbery
2009,4,Akwa_Ibom, 1.4 ,81,Yes,No,Yes,Yes,Yes,No,Yes,Yes,36,55,Armed Robbery
2009,5,Akwa_Ibom, 10.0 ,31,Yes,Yes,No,No,Yes,Yes,Yes,Yes,36,55,Armed Robbery
2009,6,Akwa_Ibom, 12.1 ,53,Yes,No,No,Yes,Yes,No,No,No,36,55,Armed Robbery
2009,7,Akwa_Ibom, 20.7 ,34,Yes,No,No,No,No,Yes,No,No,36,55,Armed Robbery
2009,8,Akwa_Ibom, 11.6 ,38,Yes,No,Yes,No,Yes,No,Yes,No,36,55,Armed Robbery
2009,9,Akwa_Ibom, 24.6 ,57,No,No,No,No,Yes,No,Yes,No,36,55,Cultism
2009,10,Akwa_Ibom, 43.6 ,4,No,No,Yes,Yes,Yes,No,No,No,36,55,Oil Bunkering
2009,11,Akwa_Ibom, 35.6 ,2,Yes,Yes,Yes,Yes,Yes,No,No,No,36,55,Armed Robbery
2009,12,Akwa_Ibom, 29.0 ,12,No,No,No,Yes,Yes,No,No,Yes,36,55,Piracy
2010,1,Akwa_Ibom, 4.5 ,35,No,No,No,Yes,No,Yes,No,Yes,36,55,Piracy
2010,2,Akwa_Ibom, 34.7 ,70,No,Yes,Yes,No,Yes,Yes,No,No,36,55,Kidnapping
2010,3,Akwa_Ibom, 8.3 ,72,No,Yes,Yes,Yes,Yes,Yes,Yes,No,36,55,Kidnapping
2010,4,Akwa_Ibom, 39.3 ,21,Yes,Yes,No,Yes,Yes,No,Yes,No,36,55,Armed Robbery
2010,5,Akwa_Ibom, 12.5 ,61,No,No,No,No,No,No,No,Yes,36,55,Vandalism
2010,6,Akwa_Ibom, 20.9 ,35,No,Yes,No,No,No,Yes,Yes,No,36,55,Kidnapping
2010,7,Akwa_Ibom, 17.5 ,48,Yes,No,No,Yes,Yes,No,Yes,Yes,36,55,Armed Robbery
2010,8,Akwa_Ibom, 42.9 ,15,Yes,No,Yes,No,Yes,No,No,Yes,36,55,Armed Robbery
2010,9,Akwa_Ibom, 6.3 ,71,No,Yes,No,Yes,No,No,Yes,Yes,36,55,Kidnapping
2010,10,Akwa_Ibom, 28.3 ,15,No,Yes,No,No,No,Yes,Yes,No,36,55,Kidnapping
2010,11,Akwa_Ibom, 7.1 ,6,No,No,No,Yes,No,Yes,Yes,No,36,55,Piracy
2010,12,Akwa_Ibom, 35.2 ,81,No,Yes,Yes,Yes,Yes,Yes,No,Yes,36,55,Kidnapping
2011,1,Akwa_Ibom, 45.3 ,68,No,No,Yes,Yes,Yes,Yes,No,Yes,36,55,Oil Bunkering
2011,2,Akwa_Ibom, 21.7 ,22,No,Yes,Yes,Yes,No,Yes,Yes,Yes,36,55,Kidnapping
2011,3,Akwa_Ibom, 24.4 ,32,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,36,55,Armed Robbery
2011,4,Akwa_Ibom, 46.4 ,22,No,Yes,No,No,No,No,Yes,No,36,55,Kidnapping
2011,5,Akwa_Ibom, 26.0 ,27,No,No,Yes,Yes,No,No,Yes,Yes,36,55,Oil Bunkering
2011,6,Akwa_Ibom, 24.4 ,15,Yes,Yes,No,Yes,No,No,Yes,No,36,55,Armed Robbery
2011,7,Akwa_Ibom, 28.9 ,44,Yes,No,No,Yes,Yes,Yes,Yes,Yes,36,55,Armed Robbery
2011,8,Akwa_Ibom, 34.5 ,86,Yes,No,No,Yes,No,Yes,No,No,36,55,Armed Robbery
2011,9,Akwa_Ibom, 5.3 ,92,Yes,No,No,Yes,No,No,Yes,Yes,36,55,Armed Robbery
2011,10,Akwa_Ibom, 41.1 ,9,No,No,Yes,No,Yes,Yes,Yes,No,36,55,Oil Bunkering
2011,11,Akwa_Ibom, 21.8 ,34,No,Yes,Yes,No,No,No,No,No,36,55,Kidnapping
2011,12,Akwa_Ibom, 3.6 ,73,No,No,Yes,Yes,Yes,No,Yes,No,36,55,Oil Bunkering
2012,1,Akwa_Ibom, 39.3 ,15,No,No,No,No,No,No,Yes,Yes,36,55,Drug Trafficking
2012,2,Akwa_Ibom, 18.8 ,62,No,Yes,No,Yes,Yes,No,Yes,No,36,55,Kidnapping
2012,3,Akwa_Ibom, 5.0 ,45,No,No,No,No,No,Yes,Yes,Yes,36,55,Human Trafficking
2012,4,Akwa_Ibom, 31.7 ,84,Yes,Yes,No,No,No,No,No,No,36,55,Armed Robbery
2012,5,Akwa_Ibom, 44.0 ,72,No,No,No,Yes,No,Yes,Yes,No,36,55,Piracy
2012,6,Akwa_Ibom, 44.4 ,58,Yes,Yes,Yes,No,No,No,No,Yes,36,55,Armed Robbery
2012,7,Akwa_Ibom, 47.9 ,92,Yes,No,No,No,No,No,Yes,No,36,55,Armed Robbery
2012,8,Akwa_Ibom, 43.4 ,19,No,Yes,Yes,Yes,Yes,No,Yes,No,36,55,Kidnapping
2012,9,Akwa_Ibom, 0.1 ,16,Yes,No,No,Yes,Yes,No,No,Yes,36,55,Armed Robbery
2012,10,Akwa_Ibom, 19.0 ,75,No,No,No,No,No,Yes,Yes,No,36,55,Human Trafficking
2012,11,Akwa_Ibom, 40.9 ,8,Yes,Yes,Yes,No,No,No,No,No,36,55,Armed Robbery
2012,12,Akwa_Ibom, 18.3 ,33,No,Yes,Yes,No,No,Yes,No,No,36,55,Kidnapping
2013,1,Akwa_Ibom, 30.1 ,74,Yes,Yes,No,Yes,Yes,No,No,No,36,55,Armed Robbery
2013,2,Akwa_Ibom, 30.3 ,18,No,Yes,No,No,Yes,No,Yes,Yes,36,55,Kidnapping
2013,3,Akwa_Ibom, 18.3 ,35,No,No,No,No,No,No,Yes,No,36,55,Drug Trafficking
2013,4,Akwa_Ibom, 45.2 ,43,No,No,No,No,Yes,Yes,Yes,No,36,55,Cultism
2013,5,Akwa_Ibom, 25.2 ,50,No,Yes,Yes,Yes,No,No,Yes,No,36,55,Kidnapping
2013,6,Akwa_Ibom, 23.2 ,3,No,No,No,Yes,No,No,No,No,36,55,Piracy
2013,7,Akwa_Ibom, 49.9 ,91,Yes,Yes,Yes,Yes,No,No,Yes,No,36,55,Armed Robbery
2013,8,Akwa_Ibom, 24.7 ,59,Yes,Yes,No,Yes,Yes,No,Yes,No,36,55,Armed Robbery
2013,9,Akwa_Ibom, 8.9 ,28,Yes,No,Yes,No,No,No,No,No,36,55,Armed Robbery
2013,10,Akwa_Ibom, 25.7 ,46,No,No,Yes,Yes,No,Yes,No,No,36,55,Oil Bunkering
2013,11,Akwa_Ibom, 40.7 ,64,Yes,No,No,No,No,Yes,Yes,Yes,36,55,Armed Robbery
2013,12,Akwa_Ibom, 38.8 ,70,No,No,Yes,No,Yes,No,No,Yes,36,55,Oil Bunkering
2014,1,Akwa_Ibom, 39.4 ,47,No,No,No,No,Yes,No,No,Yes,36,55,Cultism
2014,2,Akwa_Ibom, 35.4 ,14,Yes,No,Yes,No,Yes,Yes,No,Yes,36,55,Armed Robbery
2014,3,Akwa_Ibom, 12.7 ,7,Yes,No,No,Yes,No,No,No,No,36,55,Armed Robbery
2014,4,Akwa_Ibom, 43.1 ,74,No,Yes,Yes,Yes,Yes,Yes,No,No,36,55,Kidnapping
2014,5,Akwa_Ibom, 44.7 ,79,Yes,Yes,No,Yes,No,No,Yes,Yes,36,55,Armed Robbery
2014,6,Akwa_Ibom, 9.7 ,31,No,Yes,No,Yes,Yes,No,Yes,Yes,36,55,Kidnapping
2014,7,Akwa_Ibom, 6.5 ,93,No,Yes,Yes,Yes,No,Yes,Yes,Yes,36,55,Kidnapping
2014,8,Akwa_Ibom, 48.8 ,81,No,Yes,Yes,No,Yes,No,Yes,No,36,55,Kidnapping
2014,9,Akwa_Ibom, 43.4 ,51,No,No,Yes,Yes,No,Yes,Yes,No,36,55,Oil Bunkering
2014,10,Akwa_Ibom, 44.7 ,29,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,36,55,Kidnapping
2014,11,Akwa_Ibom, 44.3 ,15,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,36,55,Armed Robbery
2014,12,Akwa_Ibom, 27.1 ,90,Yes,Yes,Yes,Yes,Yes,No,No,Yes,36,55,Armed Robbery
2015,1,Akwa_Ibom, 32.3 ,76,No,Yes,No,No,No,Yes,Yes,Yes,36,55,Kidnapping
2015,2,Akwa_Ibom, 27.3 ,25,No,Yes,Yes,No,Yes,Yes,Yes,Yes,36,55,Kidnapping
2015,3,Akwa_Ibom, 2.6 ,61,Yes,Yes,No,No,Yes,No,Yes,No,36,55,Armed Robbery
2015,4,Akwa_Ibom, 37.3 ,41,Yes,Yes,No,No,Yes,No,No,Yes,36,55,Armed Robbery
2015,5,Akwa_Ibom, 25.3 ,69,No,No,No,No,Yes,No,Yes,No,36,55,Cultism
2015,6,Akwa_Ibom, 32.4 ,4,Yes,No,No,Yes,No,No,Yes,Yes,36,55,Armed Robbery
2015,7,Akwa_Ibom, 25.1 ,57,No,Yes,Yes,No,Yes,No,No,Yes,36,55,Kidnapping
2015,8,Akwa_Ibom, 24.6 ,31,Yes,No,Yes,No,No,No,Yes,No,36,55,Armed Robbery
2015,9,Akwa_Ibom, 8.6 ,3,No,No,No,No,No,Yes,Yes,Yes,36,55,Human Trafficking
2015,10,Akwa_Ibom, 13.9 ,67,Yes,No,Yes,Yes,No,No,No,No,36,55,Armed Robbery
2015,11,Akwa_Ibom, 7.9 ,90,No,No,Yes,Yes,No,Yes,Yes,No,36,55,Oil Bunkering
2015,12,Akwa_Ibom, 9.8 ,50,Yes,Yes,No,No,Yes,No,No,Yes,36,55,Armed Robbery
2016,1,Akwa_Ibom, 48.6 ,17,Yes,No,Yes,Yes,No,Yes,Yes,Yes,36,55,Armed Robbery
2016,2,Akwa_Ibom, 7.7 ,60,No,No,Yes,Yes,No,Yes,Yes,No,36,55,Oil Bunkering
2016,3,Akwa_Ibom, 13.5 ,74,Yes,No,Yes,No,No,No,Yes,No,36,55,Armed Robbery
2016,4,Akwa_Ibom, 29.5 ,66,No,Yes,No,Yes,No,No,No,Yes,36,55,Kidnapping
2016,5,Akwa_Ibom, 30.5 ,88,Yes,Yes,Yes,Yes,Yes,Yes,No,No,36,55,Armed Robbery
2016,6,Akwa_Ibom, 7.7 ,75,No,Yes,No,Yes,Yes,No,No,Yes,36,55,Kidnapping
2016,7,Akwa_Ibom, 39.7 ,24,Yes,Yes,Yes,No,No,No,Yes,No,36,55,Armed Robbery
2016,8,Akwa_Ibom, 39.3 ,99,No,Yes,Yes,No,No,Yes,Yes,Yes,36,55,Kidnapping
2016,9,Akwa_Ibom, 11.9 ,87,Yes,Yes,Yes,No,No,Yes,No,No,36,55,Armed Robbery
2016,10,Akwa_Ibom, 14.4 ,32,No,Yes,No,Yes,Yes,Yes,No,No,36,55,Kidnapping
2016,11,Akwa_Ibom, 46.9 ,87,Yes,No,No,No,Yes,No,Yes,Yes,36,55,Armed Robbery
2016,12,Akwa_Ibom, 41.3 ,98,No,No,Yes,Yes,Yes,No,Yes,No,36,55,Oil Bunkering
2017,1,Akwa_Ibom, 34.9 ,19,No,No,No,Yes,Yes,No,Yes,No,36,55,Piracy
2017,2,Akwa_Ibom, 4.1 ,66,No,Yes,Yes,Yes,Yes,No,Yes,No,36,55,Kidnapping
2017,3,Akwa_Ibom, 20.9 ,60,Yes,Yes,No,No,No,Yes,No,No,36,55,Armed Robbery
2017,4,Akwa_Ibom, 28.0 ,66,No,Yes,No,No,Yes,No,Yes,No,36,55,Kidnapping
2017,5,Akwa_Ibom, 9.4 ,15,Yes,Yes,Yes,No,Yes,Yes,Yes,No,36,55,Armed Robbery
2017,6,Akwa_Ibom, 22.4 ,85,No,Yes,Yes,No,No,No,Yes,No,36,55,Kidnapping
2017,7,Akwa_Ibom, 30.1 ,35,Yes,No,Yes,Yes,Yes,No,Yes,Yes,36,55,Armed Robbery
2017,8,Akwa_Ibom, 16.4 ,69,No,No,Yes,No,Yes,Yes,Yes,No,36,55,Oil Bunkering
2017,9,Akwa_Ibom, 39.0 ,27,Yes,Yes,No,Yes,Yes,No,Yes,No,36,55,Armed Robbery
2017,10,Akwa_Ibom, 42.0 ,88,Yes,Yes,No,No,No,No,Yes,Yes,36,55,Armed Robbery
2017,11,Akwa_Ibom, 16.2 ,7,No,Yes,No,No,Yes,Yes,No,No,36,55,Kidnapping
2017,12,Akwa_Ibom, 41.9 ,6,Yes,Yes,Yes,No,No,No,No,No,36,55,Armed Robbery
